artist,album,song_title,lexical_complexity,rhyme_complexity,semantic_depth,narrative_structure,emotional_expressiveness,composite_score
Kanye West,I Am Nobody,Nobody,0.3480439318292072,0.7449571723766097,0.6496503492860448,0.6887793417005731,0.9053593083026905,0.670166912232827
Lil Wayne,I Am Not a Human Being,What’s Wrong With Them,0.326723179961901,0.2724133839902281,0.737719758292758,0.5999782567745984,0.5677970517502764,0.48454808251473386
Drake,Dark Lane Demo Tapes,Toosie Slide,0.26356622349991565,0.3123722567215211,0.616858401195388,0.6748771294538969,0.5849526974997211,0.47240009803746974
Lil Wayne,Top,My Window,0.3360651915713679,0.19519662040104044,0.6248431957997921,0.6628749052608907,0.5912566979324708,0.45866340795011984
Lil Wayne,So Far Gone,Ignant Shit,0.3956784398732054,0.3702934022938802,0.7274723279014441,0.6569282981856247,0.5206068665628932,0.5198641221688223
Drake,Comeback Season,Give Ya,0.3024632529731681,0.2944285020923717,0.7476413306828474,0.7028996031621023,0.7435665038559646,0.5377762834998043
Drake,Take Care,Hate Sleeping Alone,0.27651312535063843,0.3892085743205165,0.6314668070858033,0.71786861839275,0.7467333863234064,0.5359251000910112
Dave,PSYCHODRAMA,Disaster,0.3631269276182772,0.3007646488496977,0.7968839876100088,0.6069445504668529,0.6410382985286771,0.5264426875338449
Kendrick Lamar,Section.80,Tammy’s Song (Her Evils),0.2902779723226996,0.1978988174730047,0.6869454898564742,0.6765262269996356,0.5090565143762751,0.4482096337292863
Drake,Sailing Soul(s),July,0.3024907773164297,0.2523795829853974,0.48905793712200957,0.7059225100651805,0.701432192650979,0.4675794536740101
Kanye West,We got it from Here... Thank You 4 Your service,The Killing Season,0.39982898536849587,0.5742660900494945,0.7858080665073081,0.6533820741100007,0.6470132400293689,0.6081038920099082
Kendrick Lamar,Kendrick Lamar,Far From Here,0.2860616804454207,0.6664515436553289,0.8664492849289456,0.6815681427973311,0.6329657472781365,0.6259434498639325
Drake,Heartbreak Drake,Stunt Hard,0.2817450550997241,0.22620565964837802,0.675354173097968,0.7026129163204348,0.47869382399116067,0.4491019627979303
Kendrick Lamar,Unknown,Radioactive (Remix),0.4667848946533738,0.6086962885979228,0.5672325188029604,0.6552061116145754,0.12822909509664437,0.48290429060226275
Kendrick Lamar,Major Key ,Holy Key,0.4255789259178306,0.24183615963932578,0.8499140296574821,0.6696180711654574,0.7348069944226996,0.5629617405842525
Lil Wayne,777,Sunshine,0.2681225010913058,0.48067974716846285,0.7227460753722259,0.7175665487087597,0.49865084141166005,0.5257088026734681
Drake,Comeback Season,Replacement Girl,0.24462069361268662,0.22944384665792786,0.6760092538744276,0.6813605590120522,0.16150970625559308,0.3759929762648313
Lil Wayne,The W. Carter Collection,Oh No,0.3632259640033668,0.6048332356544868,0.8093531551671034,0.6146284655294582,0.5545328321662234,0.5888249690103792
Kanye West,KIDS SEE GHOSTS,Kids See Ghosts,0.5079477296854275,0.8145905015625801,0.6387982574471763,0.6426499515230587,0.18805046645736992,0.5670044088370986
Kendrick Lamar,Unknown,Liberated,0.3203628863546602,0.45557433029741123,0.7469720487828148,0.6930513255815213,0.7045930973388834,0.5722368879068527
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe Version)",Compton,0.4539753737970128,0.18411071048356994,0.8528129574382052,0.6610154306095917,0.576238728128637,0.5217854040851023
Kanye West,Sailing Soul(s) (Streaming Version),Sailing NOT Selling,0.41689835385739626,0.34331126556650415,0.6714274097323593,0.6463105240841809,0.8487821024422539,0.570195968210655
Kanye West,Late Registration,Hey Mama,0.308890270645026,0.2990568329617626,0.746877374432512,0.7061848275852767,0.6258770846060351,0.5170208783149468
Lil Wayne,Unknown,All of the Lights (Remix),0.35527318431011806,0.37069766658830455,0.6855359853801472,0.6810930411571343,0.6833332975886188,0.5396668662764231
Drake,Drip Harder,Never Recover,0.2805062568986869,0.14196829257213314,0.7420427766199456,0.664751303927985,0.42286428522793895,0.4242874324815453
Dave,Unknown,Three P’s*,0.4468610196296545,0.3276315153451816,0.6673997083772139,0.6958821041796239,0.5463831423268588,0.5184189685299845
Kendrick Lamar,Big Fish Theory,Yeah Right,0.40582474304631516,0.8035373789907233,0.6243661962157578,0.6651046317897805,0.1600468145653133,0.5386975902816251
Drake,For All The Dogs: Scary Hours Edition,All The Parties,0.37447816160585623,0.10802385163553135,0.7965082627089849,0.5969228476598479,0.6682901168836585,0.4843996982975599
Dave,Unknown,Karma,0.37660145655165217,0.07814122540500039,0.7074034692729705,0.6446000631557254,0.47513291416060216,0.4280528838216539
Lil Wayne,Killa Season,Suck It Or Not (Touch It Or Not),0.38869758671881566,0.3595505234216233,0.7409204085068228,0.6485357416450076,0.41409069902878615,0.49590973095304197
Lil Wayne,Jesus Piece (Deluxe),Celebration,0.3842838002368478,0.6432751760443193,0.6529816561365547,0.6572458601771834,0.7299106272454912,0.612840889761436
Lil Wayne,No Love Lost,She Don’t Put It Down,0.25254192743321274,0.6160569436892753,0.6151786027193639,0.6615825001788229,0.7257297946099776,0.5719416759016531
Kanye West,Unknown,Future Sounds,0.15649785409366465,0.5542160240922909,0.3083464920382414,0.6882469000684425,0.006399403484483776,0.33603979095661707
Kendrick Lamar,TDE Fan Appreciation Week,"Westside, Right on Time",0.32759292210736846,0.07340491194172227,0.7533130562413568,0.6627113502649825,0.55726859496552,0.445392845188027
Kanye West,La Roux (Gold Edition),In For The Kill (Kanye West Remix),0.3601097726391594,0.4030944208207387,0.6261995485961939,0.6348859103424006,0.6864125959465297,0.5305508751929213
Kendrick Lamar,Mr. Morale & The Big Steppers,United in Grief,0.4078687881523509,0.0819939866284133,0.7990140809634678,0.6221180159630435,0.5701084745673849,0.4692144677882006
Kanye West,Graduation,Good Life,0.37902887605066304,0.7356234753514327,0.6847362466698467,0.6553158488458541,0.4455409568098887,0.584064462070816
Lil Wayne,Sorry 4 the Wait 2,Admit It,0.29372649417322466,0.2807177246935131,0.5990500645115844,0.7075675668779788,0.4627507518841071,0.4474200283188583
Lil Wayne,No Ceilings 3,For the Night,0.3531932926931033,0.22034696352028185,0.7918770321127216,0.6382774779202998,0.5907729745225039,0.4979970224337812
Drake,For All The Dogs: Scary Hours Edition,7969 Santa,0.34748846633555774,0.19831677329982147,0.5968607346460529,0.6728632553708945,0.16617113489953764,0.3726127488068192
Lil Wayne,We the Best Forever,Welcome to My Hood,0.4358291886478548,0.14321268615465094,0.6444138595818159,0.6289208424459957,0.5544055012309059,0.45707100779767745
Kanye West,Young Sweet Jones 2,"You Know, You Know",0.19888523035987257,0.7686916346246303,0.5952577829571892,0.6719627939797144,0.8528997397994125,0.6223758783764095
Lil Wayne,No Ceilings 2,Where Ya At,0.3802464100530078,0.2551669509283405,0.7994263678346958,0.6313048284305873,0.5640447519783597,0.5072309679698859
Drake,Unknown,u.,0.36973861953741943,0.2426246934130067,0.6438191334412898,0.6497161144530272,0.4859009901952965,0.45800533915600694
Lil Wayne,Dedication 6,5 Star,0.350880415163051,0.18180088265645922,0.5460283128818371,0.6413109046506671,0.4243356228697384,0.4058957265446402
Dave,"Sun, Sex and Suspicious Police",Mid Summer Night,0.3034694315084494,0.08614910391183991,0.6087648410910147,0.698419305449196,0.6195662203562521,0.43266027038648264
Lil Wayne,#willpower (Japanese Deluxe Edition),Scream and Shout (Hit-Boy Remix),0.2779461359597039,0.4677253914080443,0.7867808746203354,0.660015959571081,0.3903788000945807,0.5069549039225972
Lil Wayne,Tha Carter IV,Interlude,0.47728650404496753,0.1388895538114486,0.7952936873798955,0.6059981250749682,0.467027345036485,0.473543614506377
Kendrick Lamar,Unknown,Cloud 10,0.22012290194043088,0.38783449272066367,0.591264982169749,0.6854593473957219,0.821599025238668,0.5263749071592938
Dave,Unknown,Warm Up Session [SBTV],0.37049938871063787,0.17611532164936072,0.890071114856321,0.7101695775695457,0.7333482426306799,0.5493380162872998
Drake,So Far Gone,Uptown,0.30567665970304786,0.6651628626393566,0.8448647617115081,0.675274727477663,0.6021607646143633,0.6181223619872726
Lil Wayne,Unknown,Lose It,0.39501358468412934,0.5153300330713985,0.5892758572982061,0.6485781363274858,0.23363328724840746,0.46970377456312107
Dave,Unknown,Peace Dream,0.4722812103636536,0.2616187264885546,0.9122127029201076,0.652076546297642,0.4812404336801116,0.5363630329595596
Drake,Certified Lover Boy,The Remorse,0.3625703669552943,0.2388529282072266,0.9012652985125944,0.6863048762804858,0.7476354631765015,0.5649531892227576
Lil Wayne,In Tune We Trust,Magnolia (Freestyle),0.3879739225898692,0.09614510220810495,0.42241311924306524,0.6202047276496022,0.11338416361343033,0.3018212257887395
Lil Wayne,Da Drought 3,Ride 4 My Niggas (Sky is the Limit),0.25367645638508984,0.5137243289197547,0.7569059652252991,0.6587763882497835,0.6330744300009322,0.5559789107896704
Lil Wayne,This Thing Called Life,Why I Do It,0.24911341334813514,0.4973523191835962,0.6520645018627516,0.6755891020641984,0.15757291807861362,0.4374266117634289
Drake,B.O.A.T.S. II: Me Time,I Do It,0.24723869705816934,0.1444612047253218,0.8477356970581859,0.6646083967142958,0.7426037093667471,0.5033221813850953
Kanye West,The Life of Pablo,Low Lights,0.3092598497856907,0.198527643255407,0.5448004505931058,0.6775050548118988,0.34567538811166804,0.3912048067337295
Drake,Verzuz: Rick Ross x 2 Chainz ,No Lie,0.3915942026537649,0.4864320234984714,0.5938903656061842,0.6428511865008514,0.43137795286550873,0.5014081880748371
Kendrick Lamar,Overly Dedicated,Alien Girl (Today With Her),0.3640624580300013,0.7998966636981097,0.65582713414025,0.6095510592908816,0.6470134543803868,0.6247874341282873
Lil Wayne,GOD DID,GOD DID,0.3442102191414873,0.4747362440498251,0.9504362294518566,0.6815147694427379,0.6817264170534421,0.6161858495582242
Lil Wayne,I Got That Work,#1 Stunna,0.35632055549700425,0.45937361976589614,0.7147271983890382,0.6480706770214485,0.5333777433658811,0.532939105945076
Drake,I See You,Naive,0.41584612666729753,0.06512735507313165,0.6913920318937494,0.6397681480950366,0.2763703584302436,0.38896876438079653
Kendrick Lamar,Something Else,Fragile,0.4889454748905565,0.23451727289962437,0.769378542935865,0.6661058473678194,0.6804022345474722,0.5462904458048579
Kanye West,Yeezus,Send It Up,0.29773357086835345,0.21373589808721738,0.6465088190402912,0.6894054122687455,0.4587939847791952,0.43745206129968417
Lil Wayne,Unknown,Original,0.24010105962636813,0.2625275640532418,0.7815037889210305,0.6812513750164454,0.7220978939810185,0.5165601457714607
Drake,Views,Summers Over Interlude,0.39620590412432377,0.2800306838935867,0.3412356449546449,0.6618955733478378,0.24364100649882292,0.36550851809113066
Lil Wayne,Dedication 6: Reloaded,Go Brazy,0.5786846678654465,0.7703744214005848,0.7562223371983686,0.6737495698975394,0.6053191192773493,0.68170126570301
Kendrick Lamar,"The Boombox Diaries, Vol. 1",Flower Child,0.3929709827300639,0.16330286578390713,0.728683545941149,0.6492356639742088,0.4842104908889704,0.4593840699541448
Drake,$ome $exy $ongs 4 U,PIMMIE’S DILEMMA,0.2975711690734457,0.2036023356543524,0.45732597978980943,0.6137243587613521,0.7650607160337429,0.44695081070719056
Kendrick Lamar,Section.80,Keisha’s Song (Her Pain),0.4129799725704712,0.12420341515861982,0.6969366149798469,0.6284499726164676,0.5980651327352815,0.46691469373924505
Kendrick Lamar,NO_ONE EVER REALLY DIES,Kites,0.46239598509691204,0.6840056439563277,0.7454634347406918,0.6333888137144764,0.45834324400453,0.5992502658146801
Drake,Scorpion,After Dark,0.5003013446770943,0.42418501303547423,0.66373598381111,0.6832621078666115,0.11513006355819218,0.46436904784813954
Lil Wayne,Ethernet,Juveniles,0.39518999884146183,0.36573945071765934,0.8040797517716864,0.6304197458321185,0.19702575389863408,0.4652569254565891
Kanye West,Be (20th Anniversary),The Food,0.2810219973630115,0.40324148717840536,0.8667050720607649,0.6939668144839927,0.09183451622543512,0.4528177110970426
Dave,Unknown,Cassius Clay,0.34008905343991225,0.21909595084491182,0.8543108368749456,0.6855312501788667,0.7853765117287402,0.5535589556467777
Kendrick Lamar,"MMG Presents: Self Made, Vol. 2",Power Circle,0.32099318987554365,0.22300522861002384,0.9096899046329114,0.6602938880093905,0.7158727104893032,0.5441065513534662
Lil Wayne,Pink Friday (Complete Edition),Roman’s Revenge (Remix),0.3663429375588442,0.5645136750982336,0.7110256621657295,0.639170906502628,0.6049616559659845,0.5734701058880642
Drake,Unknown,Still Drake,0.3168046743010562,0.05934424442000258,0.7915696121625836,0.6930379956676282,0.20657496303913364,0.38178161035569963
Drake,Certified Lover Boy,N 2 Deep,0.26445038062154747,0.33423959682553417,0.6473019871499284,0.6724993638694269,0.6009146303725721,0.4869682034156072
Drake,Unknown,Lucky Lefty,0.4026038912423229,0.10386718262478811,0.7705379843309286,0.6601181666687382,0.4874028345938756,0.4570934626899332
Dave,We’re All Alone In This Together,Three Rivers,0.37316828893657555,0.17863103373027517,0.8718988504430291,0.6353220889942397,0.5359479660268189,0.49615909286298954
Kendrick Lamar,Control System ,Black Lip Bastard (Remix),0.5185697379571071,0.64774981153894,0.6073500604899028,0.6526359570564606,0.6624810341120415,0.6175130129550144
Kendrick Lamar,Section.80,Chapter Six,0.1338098735516733,0.7483063289645864,0.3753306837237674,0.6713753555659622,0.666447830808112,0.5229005631927515
Drake,Unknown,Enough Said,0.41074259407768215,0.46649249246131563,0.5799182574363178,0.666378380762325,0.5215339616249337,0.5190188428574645
Kendrick Lamar,DAMN.,PRIDE.,0.3272967170814554,0.5154017615721594,0.7576538282295285,0.7061694428149251,0.7761160054666287,0.6069891669708012
Drake,Scorpion,8 Out of 10,0.34437700589654524,0.4999862216612562,0.7989216963909893,0.6350060581976287,0.7796331637224305,0.6048338373469514
Kanye West,Hall of Fame (Deluxe),Guap,0.25135430980530055,0.7829464938465561,0.7161065264097586,0.7298083215133934,0.4020434610071752,0.5791087311330949
Drake,Unknown,Only Me (Me & U Original),0.11727901353622797,0.7776353761797077,0.5328384781706564,0.7441645515284491,0.656717740420825,0.5674005731997361
Kanye West,Gucci’s Back,Champions,0.29650336021542134,0.4469114629072357,0.6960752317884192,0.6456262043225061,0.5461271051577653,0.516312935807506
Kendrick Lamar,Kaleidoscope Dream,How Many Drinks? (Remix),0.27095810083630173,0.26168788964616857,0.6919281293573818,0.7074101768681724,0.4706859859443107,0.4582479421693669
Lil Wayne,LAX,My Life,0.3552446042504167,0.3530273397797679,0.6796456850742665,0.6878718693155264,0.6884489711490236,0.5361054674370123
Dave,Now or Never,Straight Murder (Giggs & David),0.5359946144075537,0.1150622537735563,0.6622684478576276,0.6227007085850881,0.5997565487735482,0.4817745919388982
Kanye West,K.T.S.E.,Hurry,0.43923707579229115,0.8211713942540315,0.5783881884182045,0.650816529150407,0.15465093858463083,0.5373705684950942
Kendrick Lamar,Unknown,The Heart Pt. 1,0.43236203156338254,0.15447789085137162,0.9308386448048047,0.6424393844494114,0.6485653305235797,0.537338581758608
Drake,Verzuz: Rick Ross x 2 Chainz ,Big Amount,0.40282564965985046,0.128383854727786,0.7242523533561593,0.6294122319405715,0.4268366057887795,0.4372907202339901
Lil Wayne,I Am Not a Human Being II,Trippy,0.33829433134085285,0.8009186078931839,0.576976872406682,0.7262131684618295,0.19359621268881688,0.5309351105298408
Kanye West,Unknown,YE ABOUT MINE,0.3711126286312774,0.3161064933976176,0.6643713340596431,0.6501021167906711,0.16772655896152028,0.4171840451984932
Kanye West,Donda (Deluxe),Keep My Spirit Alive pt 2,0.38744171240315095,0.225319936537212,0.6620435365820442,0.6533700331949542,0.46989993037723415,0.45821252498603204
Drake,Nothing Was the Same,The Motion,0.3360887086040939,0.6181151512529176,0.5835676622652125,0.7187116127080618,0.46973420149430883,0.5402136441921617
Drake,Comeback Season,The Winner,0.31257294275669756,0.2523708048581249,0.7790120771777617,0.6982954742055976,0.5011062790530809,0.4863752821428789
Lil Wayne,We The Best,Make It Rain (Remix),0.2179649558925448,0.34665273760815646,0.5590957794493285,0.6999144749299119,0.1522572784711893,0.3775139584041384
Drake,Stronger With Each Tear,The One,0.27117339226342557,0.7690835430996967,0.5159131429260795,0.6535892155193693,0.4510862653348966,0.5379438282077099
Drake,Culture III,Having Our Way,0.34157327414273725,0.18625875534962297,0.7402384198087717,0.6949577974110146,0.39004105047456583,0.44517890733427296
Drake,More Life,Glow,0.36629179723746175,0.2969652465015957,0.522615899798612,0.6592287601698471,0.32277074851133386,0.4154613147603575
Lil Wayne,Trouble Man: Heavy Is the Head,Ball,0.2973145826052073,0.5738711434844614,0.6664655601791049,0.6337282694758488,0.5292971739264601,0.5371424896346471
Lil Wayne,Rebirth,Prom Queen,0.3133238627940571,0.10275389001438351,0.541662623666036,0.630749575758323,0.5447495796816083,0.4002481220956846
Lil Wayne,No Ceilings,Break Up,0.4666491811203339,0.10015057947841395,0.6223792601880216,0.6330932432734449,0.4828442990520697,0.4343761794327053
Kanye West,Donda (Deluxe),Remote Control pt 2,0.38881637232393595,0.33563756147336965,0.7395876357201053,0.6271080315500743,0.7160313477687302,0.5468626662634078
Lil Wayne,Dedication 6,Everyday We Sick,0.39101414312000377,0.263863603883935,0.7428084760636942,0.7304549488651837,0.4277179994659094,0.48784226703068284
Lil Wayne,Burden of Proof,Timeless,0.3321622531804069,0.329606973828961,0.7699538422249748,0.6730160558349022,0.4517948062643426,0.49413633216642044
Lil Wayne,The Drought is Over 2: The Carter 3 Sessions,I Feel Like Dying,0.3100920990617851,0.43541431634901007,0.4233083998524908,0.6968769649576214,0.12568587388677935,0.3852023983911068
Kanye West,Finally Famous (Super Deluxe Edition),Marvin & Chardonnay,0.21192941553101755,0.47234935184265964,0.726992688253971,0.6789152632238967,0.6644655519291686,0.5406021585870808
Drake,Certified Lover Boy,Get Along Better,0.3605966573650066,0.37245388464069235,0.6464885854143254,0.6998489199622899,0.12200392983042786,0.4239086436764686
Kanye West,We Global,Go Hard,0.13844189125356282,0.7648744820128706,0.7238757644441747,0.7175875275335827,0.614037285761477,0.594127737925098
Lil Wayne,Pink Friday: Roman Reloaded,Sex In The Lounge,0.28271283930296,0.2000050692847185,0.5863075939365152,0.714266925213762,0.47977585558676256,0.4269005638684915
Drake,I Am Not a Human Being,Gonorrhea,0.3414512133641584,0.25157956659069053,0.6264567601395507,0.670065451661368,0.785511604554364,0.5140886250084925
Kanye West,Dark Sky Paradise (Deluxe),Stay Down,0.9087356215751646,0.13433065218505047,0.24311344677966648,0.10876486073933492,0.0,0.2802672058281291
Dave,Unknown,Two Birds No Stones,0.413390085738017,0.08869928225434602,0.8719952398171019,0.6585162784458408,0.8478660814378679,0.5476025437290601
Lil Wayne,Sorry 4 the Wait 2,No Haters,0.35700109887634857,0.19213257348769977,0.7400859360232576,0.6564374522674051,0.6868471518334477,0.5032855985586465
Drake,Unknown,Baby Come With Me,0.4574744581002562,0.08422094223211082,0.7310885194865042,0.6021061747544546,0.17053268932073812,0.38319029515269565
Lil Wayne,Dedication 5,Ain’t Worried,0.32834241401721725,0.36408240933468,0.6225666018254212,0.6657855262205442,0.5550969683247396,0.49208962810022727
Kanye West,Yeezus,Black Skinhead,0.37768349008559454,0.5555145099286974,0.49986916564745376,0.6120893573573234,0.09430391669738174,0.4250633455718589
Drake,Suffering from Success,No New Friends,0.26314266259597974,0.7843639530713663,0.7730570178075733,0.6674203749215335,0.5424490972079337,0.6119338000283691
Dave,Unknown,Wanna Know (Remix),0.28022057437367554,0.3847758723076144,0.5882815444616326,0.675029465269774,0.21470195036836953,0.41408920170810526
Kanye West,The Warm Up,Just to Get By,0.9087356215751646,0.13433065218505047,0.24311344677966648,0.10876486073933492,0.0,0.2802672058281291
Drake,If You’re Reading This It’s Too Late,How Bout Now,0.287472298142525,0.6699517211326219,0.7398950375643999,0.6873492006723227,0.13572686860000907,0.5032091512453907
Kanye West,Be (20th Anniversary),GO!,0.14713126679666894,0.7652657524577191,0.43428403071218596,0.7305388774784658,0.17591237066191215,0.45236280337035306
Kendrick Lamar,NOW That’s What I Call Music! 56 [US],Bad Blood (Remix),0.3892884241554451,0.46622502239465186,0.5772359767095638,0.6323478150679434,0.4635110244074381,0.49741551291334385
Drake,Unknown,Lose My Mind (Remix),0.36545466020882333,0.5374861636877957,0.6941505500742802,0.6499618509872231,0.7078153089536648,0.585349922417386
Drake,Unknown,I Do (Remix),0.178859792420339,0.7784509182776638,0.7100455131544819,0.7015516183876005,0.5349608936580315,0.5846187121741265
Kanye West,Deuces Remix,Deuces (Remix),0.3380575102109507,0.1841977054946531,0.7497726118266232,0.6652163470265635,0.7676920571996335,0.5169363142750893
Drake,So Far Gone,Lust for Life,0.35167238384543437,0.13752526028769682,0.689460992732566,0.6482938996431298,0.34379719994463753,0.4086115153229213
Drake,100 GIGS,Housekeeping Knows,0.2500118923888998,0.7876414318993645,0.4974712275401138,0.6720707917757005,0.09498987813858487,0.46621557635471594
Kanye West,Donda (Deluxe),Jesus Lord pt 2,0.3352417278433446,0.7710018596558095,0.8970707475480095,0.6766731991324421,0.8439180647625681,0.7094975528146031
Lil Wayne,"Blood, Sweat & Tears",Hustle Hard (Remix),0.38131737505813523,0.8009577235160477,0.7562521729918588,0.6466539267792477,0.40651388297402496,0.6060542061007028
Drake,Pricele$$,Money to Blow,0.38415421605572536,0.5033335132393968,0.643435374481283,0.6707021513907087,0.1891745617920771,0.4697915314842726
Lil Wayne,Macadelic,The Question,0.36169258144227606,0.19607878195432354,0.6180666517788161,0.6978494957843251,0.8602594368256332,0.5217008538655747
Lil Wayne,Tha Carter,BM J.R.,0.41458448188851127,0.2771911348501881,0.6524363850107583,0.6641164650427814,0.1667140871794677,0.41566224428471177
Lil Wayne,Project Baby 2: All Grown Up,Codeine Dreaming,0.2615108343001962,0.5273165336981813,0.6100754253441623,0.6991305825001869,0.004965478247883699,0.4120090683780218
Lil Wayne,Da Drought 3,Put Some Keys On That,0.3911871768453338,0.14549406084802252,0.7299149604731795,0.6692854025043966,0.4490738245461395,0.4508015179605957
Kanye West,Unknown,47th Annual Grammy Speech,0.5361669654598812,0.6027813748231166,0.5656846499154042,0.6902964084093077,0.7634254119403623,0.6272952104303049
Kendrick Lamar,Black Panther: The Album,X,0.2514136535994662,0.7873863118526887,0.576506360526816,0.648463821578343,0.5006929430062907,0.5598387426264383
Kanye West,808s & Heartbreak,Heartless,0.19369306855030619,0.4542063466188677,0.5530556032196374,0.6873785671141279,0.2669518647121112,0.4193984790182471
Drake,NOT ALL HEROES WEAR CAPES (Deluxe),No Complaints,0.3691879038099304,0.21955648333912703,0.7137088678240998,0.6181917321013978,0.4421969504115385,0.4526366250591052
Drake,Verzuz: Rick Ross x 2 Chainz ,Made Men,0.39136753620699594,0.11711888608099627,0.7706399164956603,0.6604575653911915,0.6697709144239481,0.49470402975424865
Lil Wayne,Funeral (Deluxe),Not Me,0.2943794632306299,0.5492571564792141,0.5701410782895834,0.6953681032853023,0.14011373256880968,0.44254635943040344
Kendrick Lamar,To Pimp a Butterfly,King Kunta,0.31721201496476203,0.48756303382052635,0.7532029857024398,0.676001576540551,0.59164841386147,0.5557036778419486
Kendrick Lamar,Jesus Piece (Deluxe),See No Evil,0.3333192066519012,0.18366293816693624,0.6749707711119404,0.6341544302079722,0.5772686343512435,0.458150621495947
Kanye West,The Life of Pablo,Pt. 2,0.5226618506810347,0.6040545639343536,0.7532511329531927,0.5708680476953288,0.6192065276861384,0.6156677504019609
Lil Wayne,COLLEGROVE,Gotta Lotta,0.4852427297355663,0.7524161530349459,0.6275483303791598,0.700593725257014,0.2234938755459705,0.5604500841794279
Lil Wayne,LODT1*,Up Now,0.3205354962492939,0.12335206382076841,0.7088796098000264,0.6944015696562919,0.4707320958401673,0.43502769178153344
Lil Wayne,Unknown,Goulish,0.47258118219978007,0.06181019592631354,0.6548679086552952,0.6225045243369102,0.5732260960460724,0.44896326501234446
Kendrick Lamar,Ctrl (Deluxe),Doves in the Wind,0.5200791040871761,0.45417835270433854,0.5733635758970277,0.6495825729320837,0.17448571176766542,0.464567652466271
Lil Wayne,POISON,Pistol On My Side (P.O.M.S.),0.40435391076427,0.27723231820521643,0.6832089141805535,0.6531066232648636,0.4938474273516703,0.4835561235003324
Kanye West,Owl Pharaoh,Drive,0.40698731262362897,0.45108101127452,0.5959246821691065,0.6463403725551229,0.39672677141697277,0.4896490619438401
Lil Wayne,Kill The Noise,Finessin’,0.3756396049502283,0.5447915462644984,0.7362605514043657,0.67395961102618,0.6648350678486806,0.5926388730607065
Drake,Pricele$$,4 My Town (Play Ball),0.39748809840643423,0.2288972984638088,0.5319377089482697,0.6195804804365249,0.09355956020768066,0.3547584701939078
Drake,$ome $exy $ongs 4 U,OMW,0.2588816510237286,0.23074072249045388,0.6610608689556235,0.711591541296691,0.5924261055600526,0.4668976369249981
Kanye West,Unknown,New Body,0.30607504136616337,0.2431808760480683,0.5313332628183287,0.6363491196563358,0.7505854067510997,0.4738463291475858
Kanye West,VULTURES 2 (Digital Deluxe),MY SOUL,0.41518815298880096,0.29280092405726593,0.794225644775032,0.668452855003327,0.6869791419018698,0.5527467471979561
Drake,My Krazy Life,Who Do You Love?,0.4448577042817232,0.5197119471074761,0.5919080400049807,0.6501769992124894,0.8128610335418921,0.5973798922244616
Lil Wayne,Felt Like Cappin - EP,Back On the Bullshit,0.30378613511120733,0.4034534470463738,0.489607827964073,0.6700170030296642,0.5316108452139963,0.4663668738738984
Dave,OFA: Deluxe Edition,INTOXYCATED,0.3997469034199538,0.4937240637327731,0.6399355514020747,0.6559462984680537,0.6669927046666663,0.5631579926011403
Dave,Split Decision,Trojan Horse,0.41840771982465413,0.240764872634607,0.7492271869790841,0.6764887682798519,0.6552991147501426,0.5262513377114056
Drake,BUSINESS IS BUSINESS (Metro’s Version),Oh U Went,0.33360859492411304,0.2041106868359221,0.3697665448213294,0.6590236993303137,0.21655932142164666,0.3338681188419454
Lil Wayne,Baller Blockin’,Project Bitch,0.29763508719364934,0.4010924385609241,0.5816140907399103,0.6974866832941143,0.15035378987738388,0.4108167056965369
Kanye West,Rebel Heart (Super Deluxe Edition),Holy Water,0.21153607773608896,0.7926977133391396,0.3742510927308811,0.6451007864328564,0.6558931132823638,0.5432756030495801
Kendrick Lamar,Compton: After Dark,Deep Water,0.40757343746732744,0.30814798234564644,0.6680278768675116,0.6606668314741325,0.6559747260942967,0.5224522283933587
Lil Wayne,No Ceilings,That’s All I Have,0.45638794517562953,0.09969932864596306,0.7540010111363157,0.6372292046067203,0.49332929407765636,0.4612528629304191
Lil Wayne,Take Care,The Real Her,0.27278742542659334,0.31217274760643393,0.7401970394458108,0.6496130862691217,0.5182611676374279,0.48173427634394317
Kanye West,Unknown,Say Less,0.46315968139711106,0.17864523803370772,0.7658402960958457,0.6396687089463526,0.14344524505997658,0.4151006603609665
Lil Wayne,Dedication 6: Reloaded,For Nothing,0.6568362986533138,0.4597983019635824,0.748108285120078,0.6318478626066689,0.6007873425792587,0.6108731401524261
Lil Wayne,No Ceilings,No Ceilings (Pop That),0.3055927085373265,0.47588950346048026,0.5474617242538758,0.6656966889538954,0.28173237959053143,0.4457842416845512
Kendrick Lamar,Black Panther: The Album,I Am,0.6070079311090172,0.5633026282084123,0.789030946119913,0.6358575326411418,0.4927562387699905,0.6139633101480584
Drake,For All The Dogs: Scary Hours Edition,BBL Love (Interlude),0.3728464332338678,0.3683642189905318,0.5793959393571613,0.6315784686223266,0.31052914459900033,0.43938212847898783
Lil Wayne,Strange Clouds (Target Exclusive),Strange Clouds,0.29258262303038063,0.44948245617170474,0.6718958661983382,0.6737528038811844,0.4341849666056681,0.4931662257919812
Kendrick Lamar,EA SPORTS FC 24 Soundtrack,The Hillbillies,0.40859349496420627,0.3845957517888552,0.6641359850684535,0.654619123969725,0.5918652846350149,0.5272607594762074
