artist,album,song_title,lexical_complexity,rhyme_complexity,semantic_depth,narrative_structure,emotional_expressiveness,composite_score
Kendrick Lamar,What’s Poppin Volume 1,My Mind Drifts,0.5157372900585173,0.18669260618538094,0.3918532624972498,0.6297409621538399,0.4436202111941838,0.41137644861941147
Drake,Finally Famous Vol. 3: BIG,Made,0.45133785678933563,0.40292993871019056,0.8586157176734273,0.6687396467349799,0.6049407250253285,0.584022291585413
Lil Wayne,Tha Carter III (Deluxe Revised),Kush,0.3675776745152333,0.5057305251430535,0.5605100437162687,0.6847144683552537,0.15916021817670944,0.4465893888206937
Drake,Relapse: Refill,Forever,0.2872585216351154,0.35003319188177795,0.7849607919083933,0.6906219233636833,0.6708597743644504,0.5397174040565889
Drake,Thank Me Later,Karaoke,0.40944617260800037,0.12803824228589844,0.6389256658945109,0.6299724598776459,0.5163853131735333,0.43945685988833044
Lil Wayne,Legendary (Deluxe Edition),Lightskin Lil Wayne,0.30263799965735694,0.6177266911608285,0.5919251622476236,0.6466216726143088,0.45169530613573255,0.5206766172904961
Drake,Verzuz: Gucci Mane x Jeezy (Live),Both,0.3335579564426784,0.2051873627082034,0.6150898826795963,0.7195487226389732,0.0,0.3489587168973518
Lil Wayne,I Am Not a Human Being II,Trigger Finger,0.3413999786333077,0.4576898958203366,0.5176196738447503,0.6302008358398362,0.5570403213392674,0.4921645940945247
Kanye West,Yeezus,Hold My Liquor,0.28500018250967407,0.4717203854747493,0.551610874841664,0.6593710313314363,0.6005757906137428,0.5042731206614189
Drake,Trap Music: FBG The Movie Edition,Fo’ Real,0.3115402089774959,0.3498454871704976,0.7244793737755796,0.6832108147285385,0.638517676619012,0.5248504458763227
Drake,"C,XOXO (Magic City Edition)",HOT UPTOWN,0.403615837248296,0.18679382835351108,0.5650388303611853,0.6337994881815663,0.575394765483954,0.45057826693429975
Kanye West,Unknown,Someday We’ll All Be Free,0.3532632798554675,0.7631011815470475,0.5376911334501174,0.6429020572615621,0.826258156070025,0.6306531178511182
Lil Wayne,Queen Radio: Volume 1,Truffle Butter,0.47073377451156856,0.43640308923275656,0.6819600137955151,0.630081741188272,0.17602265416090104,0.4693563219800269
Drake,Scorpion,Is There More,0.3575690242867635,0.1538656250775399,0.6131622288357846,0.6511609432198259,0.4592960683768995,0.4221460120522484
Kendrick Lamar,The Melodic Blue (Deluxe),range brothers,0.36599957603372785,0.45510503486032045,0.7093233408072971,0.6291883745643166,0.39074409460455184,0.501367917188843
Lil Wayne,Where Is Kidd Kidd?,That’s My Nigga (Do It for the Boy),0.2009434254111101,0.7558662842197305,0.6283916430090462,0.6942851308894494,0.4403729912198544,0.5470509526163522
Kendrick Lamar,Unknown,For the Girlfriends,0.3808838235215824,0.22828561101179135,0.703878222737747,0.6744936779270346,0.22511502269401518,0.42022086823267196
Drake,Scorpion,Jaded,0.33433520512120923,0.5293198165399855,0.6713409038268691,0.6789155084939578,0.4548958872386515,0.5262816796464359
Kanye West,Unknown,All Day,0.3486791786767879,0.802220720465934,0.5451866087556089,0.6503859152219675,0.00560410189537163,0.47800704526533233
Kendrick Lamar,Oxnard,Tints,0.28863287140197597,0.5759888859173206,0.6773044633653716,0.6849653321730194,0.5553239415414967,0.5509942765670519
Drake,More Life,Since Way Back,0.2636852034968511,0.6620644721157214,0.5039600444566223,0.6719914767084441,0.5547284830148346,0.5307895857288586
Dave,FARA FARA GANG - BDLM EXTENSION,CABREL,0.3985351634912302,0.1390699059637018,0.49013066226535656,0.675392074485432,0.69616561018903,0.4530425748528636
Kanye West,Unknown,E.T. (Remix) (Video Version),0.47768707853895986,0.680244695042351,0.6224820908504091,0.613587798939498,0.5420682804396059,0.5905468335673074
Kendrick Lamar,GNX,wacced out murals,0.35800096907261164,0.11426797695489421,0.778752149843105,0.6707683390844039,0.8125127007095369,0.5190354090264349
Kanye West,Unknown,Fall Out of Heaven (Demo),0.3611094742261104,0.1343306521850504,0.6237731842981243,0.5808151993061788,0.6181898849192067,0.4413194516308777
Drake,"Honestly, Nevermind",Falling Back,0.22568085786287065,0.7865206130767645,0.400489225237038,0.7273642438323764,0.12408044928261902,0.45578489632055313
Drake,Trip At Knight (Complete Edition),Betrayal,0.5131524434604423,0.3265279983605717,0.6606407706090947,0.587631612597142,0.010538148129340131,0.4066430139194897
Kanye West,Unknown,LA Monster,0.4508530775105447,0.2734655935044904,0.4596634394504129,0.5801375908693929,0.7240621088646298,0.482302762171649
Lil Wayne,I Am Not a Human Being II,IANAHB,0.48888061028207713,0.0692845442395311,0.6928836287408797,0.6520572507114981,0.5684840158531699,0.46517937464183284
Kendrick Lamar,Ransom,Buy the World,0.33286976405634844,0.42043829465697335,0.4309257869267465,0.6932565976492573,0.17111369391154577,0.3960799122905601
Kanye West,The College Dropout,Graduation Day,0.39309113785269956,0.21085820449471482,0.5318693481797367,0.6424958978274709,0.2660665841182907,0.38729434982794475
Drake,Certified Lover Boy,Girls Want Girls,0.28284333478137114,0.4175859039530333,0.7156829605298508,0.6752684400793635,0.37959535457027427,0.4813110719764621
Lil Wayne,The World Is Yours,End of Discussion,0.3613796479073262,0.7872361425534413,0.5139988733973289,0.6447110935975653,0.21342754592495142,0.5112769131239164
Drake,For All The Dogs: Scary Hours Edition,What Would Pluto Do,0.3770457297288575,0.2447342397612214,0.6484556126959046,0.6384167281010773,0.42620616852441146,0.44728757134530167
Lil Wayne,RevolveR,Bang Bang Pow Pow,0.28553175864484737,0.5296634048875454,0.6151290831737837,0.6949965178605563,0.19089999390938353,0.4549774960465727
Kendrick Lamar,Unknown,Grammy 2016 Performance,0.32481837916073064,0.29655226547081154,0.8429741156242606,0.6751924808157849,0.7345897041663829,0.5558933782803455
Kanye West,Kon the Louis Vuitton Don,Better Than Yours,0.34933807725563903,0.2764136381812882,0.7740194085545564,0.6641457873999072,0.5383765930439758,0.5010720934261425
Drake,Essentials,Only,0.3522548563448843,0.26565848357199984,0.7555945173162685,0.6619655904989109,0.08082742493422869,0.4034448191869129
Drake,Queen Radio: Volume 1,Moment 4 Life,0.3304576678038169,0.3551513909524054,0.6617902522778102,0.7129950319098214,0.6654280943341928,0.5272723054077386
Kendrick Lamar,Oxymoron (10th Anniversary),Collard Greens,0.3907769163888507,0.39806277457339406,0.6725173451452598,0.6414760309169829,0.593717735767361,0.5271394977411903
Lil Wayne,Attack the Block,Celebrate,0.29594319999979946,0.3282092158571485,0.860811471694925,0.6781916605002827,0.6589953528407744,0.5469310579464293
Dave,LA Leakers Freestyles,Dave Freestyle | LA Leakers Freestyle #007,0.3846654099290539,0.21555841986255933,0.8657472621446232,0.6757737461601484,0.6075762728124485,0.5268534558668873
Drake,Unknown,Mention Me,0.38604215665163455,0.703095454863786,0.5607818335962782,0.6642625285645252,0.10624783570792007,0.4860276081917918
Dave,Unknown,Game Of Thrones*,0.46324962233161754,0.17048519897548006,0.7302599558773809,0.6629121479671601,0.10817860164290764,0.40239575790932525
Drake,Dark Lane Demo Tapes,Time Flies,0.3805957440133493,0.3069896279677684,0.6407855065593874,0.6624621007480673,0.584042660985032,0.497201504415706
Kanye West,JESUS IS KING,Selah,0.49664531616237445,0.8531174752804959,0.7814978774200911,0.673310497109536,0.4749335101027958,0.6648912841236067
Lil Wayne,Da Drought 3,Get High Rule the World,0.38300833249452626,0.2121800876576881,0.7096182482879867,0.6663996368895401,0.4492026109451981,0.4613708057933953
Drake,So Far Gone,Successful,0.40057715740493227,0.5031839128106321,0.810544765715075,0.6883758330462889,0.7228503344538235,0.6158468046743676
Drake,For All The Dogs: Scary Hours Edition,Red Button,0.5085930613172079,0.46942465103711145,0.7447052140651645,0.6797038258327104,0.1386384579417813,0.49769908329901513
Kanye West,LAX,Angel,0.5910296232861495,0.13433065218505047,0.24229762984416425,0.0,0.0,0.20024811367232537
Kanye West,Unknown,Lift Yourself,0.3958504260872987,0.5601925226426745,0.1526878882780933,0.6400388494929319,0.020849669417189083,0.34993155484112465
Kanye West,The Spirit of Apollo,Gifted,0.3271425980803403,0.1252143315018887,0.7259510520947585,0.6713891782321398,0.4769871542055447,0.4380281204864219
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe Version)",m.A.A.d city,0.40380016632718735,0.11418630809829913,0.6535178640086163,0.6272467599241909,0.6703220655082017,0.46816161018200453
Kanye West,Get Well Soon...,Two Words,0.4502826501176388,0.4498678154139543,0.6457313151278714,0.619497126016992,0.5310014844382902,0.5307946126927975
Kanye West,Late Registration,Late,0.33795744629314156,0.40998910392887067,0.7207312755986621,0.6606831751550585,0.10434930286862283,0.4342073572075617
Kendrick Lamar,GNX,tv off,0.35533943640367316,0.40368852677732797,0.6893550419702538,0.6570350198341557,0.22703688547185136,0.453823657438611
Kendrick Lamar,Unknown,Abortion Money,0.3750522706736852,0.20209128498727733,0.8109124119541254,0.6579047393801007,0.5625729805145249,0.49891606478230155
Dave,Titanium & Mercury,Mercury,0.3640529113672943,0.18496710668010583,0.8896790613868626,0.6590252329917494,0.7431749328529544,0.5444769427402112
Drake,More Life,More Life: Editor’s Note,0.6465347903834415,0.1858258275709928,0.5721758459284642,0.5603556736735048,0.0,0.37425193520615513
Kanye West,My Name Is My Name,Pain,0.3182000027325442,0.41569234247066056,0.5509483704425103,0.6585918605107866,0.7528126777932683,0.5271040748879476
Kanye West,Unknown,FourFiveSeconds,0.336089285394727,0.12907706078701064,0.5262726184988352,0.654778135906798,0.34979154421131214,0.37291667520374727
Lil Wayne,Journals,Backpack,0.3281371981595247,0.1621906065685949,0.6338987181151498,0.6313915639513143,0.67132433052702,0.46192843559518476
Lil Wayne,Tha Carter VI (Bonus),Cotton Candy,0.48448196261655113,0.26716973594699356,0.6614197966982894,0.613084683981267,0.13587854205368352,0.4151111968576433
Kanye West,Kanye West Presents: Good Music - Cruel Summer,Bliss,0.2540797444490968,0.14010868130961188,0.7654481689700231,0.6293848172502162,0.823367617774071,0.4980139991535736
Lil Wayne,Tha Carter IV,Outro,0.44678888943997885,0.03716801127415858,0.8457464596420518,0.6264895057038837,0.565275209696634,0.47482754042985514
Kendrick Lamar,To Pimp a Butterfly,Institutionalized,0.40214184686994653,0.18633256883351018,0.6713500645238087,0.6031853053408528,0.5824630987884112,0.46825194004593873
Lil Wayne,American Honey (Original Motion Picture Soundtrack),I Like Tuh (Remix),0.21515013463555438,0.2847453766707254,0.3782104487430115,0.6984748647622051,0.0,0.2946296905577253
Lil Wayne,Unknown,Work Hard Play Hard (Remix),0.44997227405894347,0.2508055972413928,0.46511787847271857,0.6322514081666559,0.14206995905502728,0.36897113285268446
Kendrick Lamar,Unknown,Picture Me Rollin’ (Remix),0.4264268720165498,0.1764664314699559,0.8780695279648381,0.6462805571944223,0.6488422760853655,0.531726426660003
Lil Wayne,Dedication 6: Reloaded,Gumbo,0.4479982246517412,0.45778472257800096,0.5701010726893442,0.663614672741259,0.18373068774576684,0.4543543785730595
Drake,For All The Dogs: Scary Hours Edition,Slime You Out,0.38752685836545137,0.1888805223543481,0.6554978516690751,0.6684072055419346,0.2700718008890156,0.41010051360458566
Drake,Dark Lane Demo Tapes,War,0.44043619481780144,0.22259344590338817,0.723666613489765,0.6452305211554413,0.4951861364371309,0.48429072859810274
Kanye West,"The Hits Collection, Volume One",Encore,0.2962436744300322,0.21854818186653313,0.7217882574241704,0.6672027089462748,0.09471278178983936,0.37726639453738287
Dave,PSYCHODRAMA,Environment,0.37274667174448733,0.08632819304267633,0.8582630630160485,0.6427337337717792,0.6240814803154786,0.48901035134163895
Drake,$ome $exy $ongs 4 U,GREEDY,0.27751037128726275,0.589342494328039,0.5757247557222435,0.6501906441511177,0.3426554753690459,0.4840423406803878
Drake,"Honestly, Nevermind",Massive,0.3333129000041947,0.31668953137778383,0.35027125305323575,0.7078282857065311,0.2780875579308394,0.37768096789807964
Drake,If You’re Reading This It’s Too Late,You & The 6,0.31839619770336147,0.41581496423352393,0.7502969368553964,0.6950532097299928,0.799674503103867,0.5818852500504049
Drake,For All The Dogs: Scary Hours Edition,Away From Home,0.5088872298428447,0.4011824678354725,0.749234647672807,0.6864209009270104,0.43976636463724667,0.5428364005284994
Dave,Unknown,Back to Back,0.3878012605696467,0.13894767703413066,0.6789894490003532,0.6579972694629146,0.22371907852911518,0.3915384672977929
Drake,Unknown,Wildfire (OVO Remix),0.3688715082793367,0.08992559955826522,0.7770807387869081,0.6363051593761379,0.5588773089236571,0.45889308499396736
Lil Wayne,Pricele$$,Always Strapped (Remix),0.35133974501240606,0.2585602823038586,0.609895466761974,0.670331537901676,0.20071809293526113,0.3975804622031443
Kendrick Lamar,KL7*,Deets,0.5864797640766972,0.2625602178383145,0.7729229044555376,0.6526473245390322,0.6335304070788832,0.5621237682626571
Drake,Iceman,National Treasure,0.3650271714056538,0.12682433409576255,0.7251030287961207,0.6152293513343593,0.5792824957739645,0.45787302541924235
Kanye West,VULTURES 1,CARNIVAL,0.3528405554617826,0.5671466795525466,0.676988841882397,0.6562352084313278,0.4500986468089538,0.5362075599834626
Lil Wayne,Tha Carter V (Deluxe),Perfect Strangers,0.24518963067029229,0.30991542739588435,0.6431592212203815,0.6830705058007608,0.7520338938247713,0.5080159818621742
Drake,Take Care,Marvins Room,0.30226549787436974,0.14334594454251878,0.7065680697163966,0.6681411873214255,0.26268079712842296,0.3903605371776814
Kanye West,Be (20th Anniversary),They Say,0.3016078802521446,0.34040648028433584,0.8873351007134268,0.6878745017144715,0.628368884540696,0.5517451684295082
Lil Wayne,Rhythm & Bricks,Do It,0.26922545683825483,0.4476587476249045,0.48150865303454266,0.6908704819899272,0.5443517367186732,0.4745624285230093
Kendrick Lamar,LONG.LIVE.A$AP (Deluxe Edition),1Train,0.39537844685554274,0.13630330898942902,0.7781871266930533,0.6528806434959337,0.6729540490554421,0.5013118482925549
Drake,For All The Dogs: Scary Hours Edition,Members Only,0.3910437374619963,0.3334807628041555,0.6330310758388626,0.6439691629856119,0.10031811321312317,0.40484415045167704
Dave,Unknown,No,0.7539557762548753,0.13433065218505047,0.24066599597315977,0.0,0.0,0.23250701749186967
Kanye West,Def Poetry Jam,18 Years,0.5761520594387121,0.5997451201393514,0.6435053512031625,0.629503038495376,0.26329714630651146,0.5409526471988214
Dave,Unknown,Deja Vù,0.18227520042632858,0.3576743882391465,0.4943050409705571,0.6892120971044889,0.0,0.3281164599048371
Lil Wayne,Tha Carter V (Deluxe),Can’t Be Broken,0.3484772755097069,0.29300060649491644,0.7115729594485011,0.6813871406345448,0.807064909548678,0.5488812516202881
Lil Wayne,Funeral (Deluxe),I Don’t Sleep,0.2480786643086938,0.5504222609743986,0.6346720159213576,0.6975936196923652,0.5207284077398653,0.5229404257914377
Lil Wayne,Emmanuel,Ferrari,0.6027225391839829,0.40450780981087614,0.40471033782138,0.6334260493670266,0.0,0.39762743525884564
Lil Wayne,The Forever Story (Extended Version),Just In Time,0.32817409495941446,0.501543950183737,0.6897146568473296,0.6381511898702122,0.5304096219067521,0.5307683407691653
Lil Wayne,Rich Gang (Deluxe),Tapout,0.36746683588491713,0.5797097771497984,0.5801657145547315,0.6690556837267891,0.5443420383446422,0.5436807146033261
Kendrick Lamar,Unknown,Looks Good With Trouble (Remix),0.29186396614340576,0.15196631401564506,0.603326951571023,0.6700207080488332,0.6445408792975198,0.44644104411362595
Dave,Mind The Gap,London vs. Midlands Cypher,0.33960304714239375,0.18913523973239246,0.8869615406526881,0.653452966167216,0.7561048203397396,0.5418356364851449
Drake,So Far Gone,Best I Ever Had,0.1928883104558492,0.41154019399533687,0.6722477752290312,0.7038386883071261,0.7070290548127017,0.5228938798444196
Lil Wayne,Dedication 2,Georgia... Bush / Weezy’z Ambitionz,0.3361214339003616,0.17779488368669905,0.7016084872126097,0.6490905765824965,0.6749614651159925,0.48435058465484204
Kendrick Lamar,Born Sinner (Deluxe Version),Forbidden Fruit,0.30553470489757456,0.3407689530361594,0.7648390097185249,0.6538462645642271,0.5914092340288395,0.5156257676726617
Kanye West,Pink Friday (Complete Edition),Blazin,0.3468193476059188,0.8072166863056509,0.7037352164122308,0.6741620979131376,0.551797183726378,0.6233988358122888
Kanye West,VULTURES 2 (Digital Deluxe),BOMB,0.40898132437681295,0.8055801794104386,0.28925639934678504,0.7056552481031154,0.11558188087552496,0.4700072529879015
Lil Wayne,No Ceilings 3,Something Different,0.30671553255188244,0.06874684429365341,0.6447401795121382,0.6768023089798227,0.4051117038524206,0.390020540603675
Drake,What a Time To Be Alive,I’m the Plug,0.3202138215591394,0.307142136811366,0.5009688487096365,0.6703011949391334,0.19390192557985844,0.3803476326134384
Drake,Unknown,What I’m Thinkin’ Right Now,0.538549122093989,0.14660886126283745,0.7304126121830521,0.6760598020482717,0.2813992510806713,0.44813338269449254
Drake,Certified Lover Boy,Yebba’s Heartbreak,0.18799610629844923,0.848589684268871,0.24402347879433436,0.7058078590617185,0.38778213283403223,0.48197894351183873
Drake,If You’re Reading This It’s Too Late,Now & Forever,0.15620315287678763,0.7604671987068626,0.3260013143146363,0.7250807067434555,0.4557201531599959,0.486463829758518
Kanye West,The Life of Pablo,Siiiiiiiiilver Surffffeeeeer Intermission,0.41361114981833597,0.2591011950619957,0.32220835243844304,0.5521207746494785,0.2712175208661929,0.3490008195875151
Dave,Game Over,No Words,0.3320089946878261,0.21500461629618478,0.5578317541219449,0.712581078047407,0.09540683587910218,0.3576878327189319
Lil Wayne,Tha Carter IV,It’s Good,0.4016920050930568,0.15498388415301034,0.8797035751432869,0.6409408041496567,0.5313043379747481,0.49742707530291946
Dave,Game Over,Game Over,0.2803967012664685,0.06798109928393242,0.6683652653889247,0.6963292645747303,0.12571577028668135,0.33634021189560753
Kendrick Lamar,Overly Dedicated,Night of the Living Junkies,0.3549556169802121,0.1915298852905331,0.5847302163724198,0.6604184606725695,0.5430989735060112,0.44350220179524735
Lil Wayne,Feed The Streets 8,Wit Me,0.28988012224239995,0.7805482554116456,0.6630359173495273,0.6918687072974369,0.6120620597196431,0.611912989809841
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe Version)",Now or Never,0.33204693521236733,0.2031120361484185,0.8006687625973116,0.6986567930776625,0.6370399054896073,0.5095276486586113
Lil Wayne,Chixtape 5,Thoughts,0.2445328340876465,0.3930154597329065,0.6851422799505849,0.6978026283047711,0.49591499530018585,0.4880422810466258
Drake,Take Care,We’ll Be Fine,0.2882113948247515,0.5973413849841944,0.6985951470265415,0.6676923871502545,0.524744906191707,0.5517994939271869
Kanye West,Unknown,Glory,0.38320089283993825,0.414026686684984,0.8811317808059365,0.6633728195701912,0.7506411272299284,0.6060073547819353
Lil Wayne,All Over The Place (Deluxe),Lose,0.3002318595741121,0.6025689255157978,0.5554886556586511,0.693289802336549,0.5597070007622409,0.5377212049284326
Lil Wayne,American Gangster,Hello Brooklyn 2.0,0.31903380791991315,0.3222194136633084,0.6075093451608008,0.6889304739258366,0.7534320033045353,0.5198894557817525
Kanye West,Late Registration,Heard ’Em Say,0.41024667218626615,0.7426404552152293,0.7014633499474642,0.6121256557563546,0.16126123932903583,0.5320732144598138
Lil Wayne,We The Best,I’m So Hood (Remix),0.2914214119863843,0.29460807925275634,0.7395295303529067,0.6770455346122626,0.512969194481694,0.48399287736922547
Kanye West,Watch the Throne,No Church in the Wild,0.43171664141751254,0.19302864702951963,0.7714480337024774,0.578874858102289,0.6043099017967472,0.49658330585607063
Kendrick Lamar,GNX,man at the garden,0.4350431316041701,0.8383147367454609,0.7179265318931801,0.6863317374396194,0.5743883935989573,0.6580000562215697
Lil Wayne,Deeper Than Rap,Maybach Music 2,0.3731019267579964,0.11840675948878211,0.7587481003858428,0.6604797266775455,0.17983620216543095,0.3910108947356814
Drake,Care Package,Free Spirit,0.2926414886748416,0.2061141309418671,0.8183778442931506,0.7196597872704293,0.5898679287959926,0.4996549531788282
Lil Wayne,Folie à Deux (Bonus Track Version),Tiffany Blews,0.35410917329475294,0.793880772271625,0.6101849854106283,0.6252555531242716,0.4975439021571528,0.5846261382090538
Lil Wayne,iTunes Originals - Weezer,Can’t Stop Partying,0.35054690908647046,0.8043861652401266,0.6441619849318818,0.7033759581702173,0.1722959083373104,0.5400038955066968
Dave,Unknown,Victory Lap x Corteiz Cypher,0.3330007997410272,0.5492289059885321,0.8114772844480315,0.6642249715001397,0.7473706933979606,0.6153107277395579
Kanye West,Purple Haze,Down And Out,0.4250193456537781,0.22926476089576972,0.7356086193088437,0.6524002611578532,0.44085076299534764,0.4754719749892143
Kanye West,NASIR,everything,0.3536189010844467,0.6222763224786894,0.5825760938811533,0.6455663327348025,0.4996155737910384,0.5395661442812204
Lil Wayne,Sorry 4 the Wait 2,HollyWeezy,0.39953293585513755,0.3208466175626378,0.6505622911718231,0.6628831818996577,0.5122536273844233,0.4921139025578849
Lil Wayne,The Letter “O”,Loyal to the Soil,0.2799044326444192,0.29996830995043616,0.7618713583278734,0.6630759564304824,0.6048322052652425,0.5037750701996885
Dave,Money Can’t Buy Happiness,Biggest Mistake,0.2868446161926491,0.17338612118561225,0.5107134528700754,0.6532047985297086,0.21557205546151145,0.34395327498070655
Drake,So Far Gone (EP),Fear,0.27171913832040845,0.23489729164612158,0.8038565599387312,0.7417546424921593,0.7958787865134237,0.544278416239867
Kanye West,The Life of Pablo,"Father Stretch My Hands, Pt. 1",0.2583225093849947,0.4262873224648298,0.2948849756220486,0.6836586472425796,0.5712024048781699,0.43400260567963705
Kanye West,Unknown,Mitus Touch,0.4631830938180994,0.29126254617623937,0.30468087130573146,0.6446290309330471,0.12176090643348567,0.34743496549548025
Kendrick Lamar,The Melodic Blue (Deluxe),hooligan,0.46636972096233303,0.8470001406158537,0.2218429006155523,0.7044647179065097,0.6344630218500997,0.5819548715255369
Lil Wayne,Everybody Can’t Go,Big Dog,0.3632280979762166,0.1802034055451156,0.6816784375234772,0.6820652179193417,0.18719193661757683,0.3937803284976343
Dave,Unknown,Adriano,0.40458700001224673,0.2078185587254057,0.6484435677234326,0.6345278737333329,0.5386152053179157,0.4654629753520703
Drake,Unknown,Go Out Tonight,0.28502762249062774,0.40877653009422055,0.5147258382775236,0.6356870208524517,0.1528697917301535,0.38807183615108387
Kendrick Lamar,BET Hip Hop Awards Cyphers (2006–Present),2011 BET Hip Hop Awards - Indie Meets Mainstream Cypher,0.4051932515277302,0.1013520932546891,0.8333768177286699,0.6388778574579153,0.7310555475459413,0.5150948252928278
Kanye West,Finally Famous Vol. 3: BIG,Made,0.25741137786182217,0.7774052632477756,0.5671589551053605,0.6480590170488378,0.5760482798366322,0.5716838909300326
Lil Wayne,Tha Carter III (Deluxe Revised),Got Money,0.3964367458376275,0.43168864046561845,0.6242238004806301,0.6369621843902507,0.17518003699529652,0.442634604437653
Kanye West,Unknown,Chakras,0.3947072536565864,0.7938915947258149,0.8129929799177555,0.6393319526759242,0.5275102285246778,0.6414147840026463
Drake,Unknown,Signs,0.31648987089061387,0.7992558769271696,0.5455791900305814,0.7023612075360618,0.23704247203251327,0.5249904569529434
Kendrick Lamar,X,Autumn Leaves,0.37018358798058254,0.8051983537407995,0.6859907949934487,0.6517462199144292,0.43664325608768284,0.597625049234707
Kendrick Lamar,untitled unmastered.,untitled 04 | 08.14.2014.,0.5137142630607863,0.4666729467345576,0.5141108731182911,0.627151937623655,0.0,0.4163060545630031
Drake,100 GIGS,It’s Up,0.322312025863729,0.3336762566138839,0.6447865961913053,0.692266188004892,0.4929284713984664,0.4792644110449049
Lil Wayne,The Abstract and The Dragon,Thank You,0.3818151555601571,0.09567126427621328,0.7331172705959542,0.67131698773705,0.696930541020206,0.48698795766487424
Drake,What a Time To Be Alive,Diamonds Dancing,0.29486752540759675,0.7282218925440532,0.7030799067839204,0.6701126634195714,0.2685778427182441,0.5358774276309013
Lil Wayne,Tha Carter III (Deluxe Revised),Let The Beat Build,0.31746491471895716,0.46180881869185564,0.7310902694155808,0.6581881363454705,0.5969990162003729,0.5432912651917666
Kanye West,Unknown,Not the Same,0.33742926875752405,0.4689620296357051,0.4894283569880463,0.6404540699247075,0.14048987114949063,0.4067781172766446
Lil Wayne,#TheOtherGuys11,Grindin’,0.33241213613252646,0.7892429240770859,0.633796913860972,0.681368035299716,0.4294725611551696,0.5786522585439625
Kendrick Lamar,Redemption,Troopers,0.3252845860891863,0.2698835021980873,0.5739129311439087,0.6654435055581867,0.12386657231740725,0.3719002192933503
Lil Wayne,Unknown,Like Me (Remix),0.2479931218581789,0.3340321478547007,0.6857909693207961,0.7000143527861824,0.7584983246523819,0.5269666730478739
Lil Wayne,Unknown,Lil Wayne’s tattoos,0.9891090645524119,0.2625219327371044,0.7436101417096167,0.5364891761058384,0.5013765141244938,0.5929230036774564
Lil Wayne,808s & Heartbreak,See You In My Nightmares,0.2207299948978769,0.5581852898826105,0.4927487519601826,0.6885065614926827,0.225293344460972,0.43057672495836136
Kendrick Lamar,Training Day,Blood Sport (Freestyle),0.4799980827367901,0.17779218102337976,0.7399673484660533,0.6473930791256148,0.192968377034538,0.4241437687721635
Lil Wayne,Suffering from Success,No Motive,0.4483956741729314,0.1616986860351281,0.748138074818697,0.6616161405704818,0.4485786275733231,0.46868956790734456
Drake,We Are Young Money,Finale,0.37368041415666814,0.2896157300047269,0.5659427576488628,0.6259809114652474,0.07992645146394012,0.37021099387486306
Drake,RENAISSANCE (WEBSITE VERSION),HEATED,0.45522039036495243,0.21657989064870833,0.43387796373281884,0.5921376910728099,0.2128662918216889,0.3633585555069906
Kendrick Lamar,The Wack Album,YOLO,0.4345535152573517,0.0690665725420284,0.5892139106708495,0.6236063908180665,0.6023839710037497,0.4360378811446073
Drake,Unknown,Yves Slatt Laurent,0.2927934548103699,0.2651660065013,0.370825463115452,0.6473203379428744,0.16874034747782815,0.3298614053974862
Kendrick Lamar,untitled unmastered.,untitled 06 | 06.30.2014.,0.4282346529055016,0.32137675131865173,0.5977707626508859,0.6706132019169346,0.44700515629369664,0.47553828248721997
Kendrick Lamar,Unknown,The Heart Part 4,0.38565168371846126,0.12794143597975757,0.7152265483261682,0.6533321470890625,0.7061985396056454,0.4914005353883537
Lil Wayne,Carnival Vol. II - Memoirs of an Immigrant,Sweetest Girl (Dollar Bill),0.33747203348309474,0.7808449371774744,0.7806946448810906,0.6446897997363712,0.4252242429209608,0.6005928885118534
Drake,More Life,Get It Together,0.3030200372265122,0.28926086897660763,0.30496899681170136,0.6941887412443295,0.12895756878721854,0.32383284899588777
Drake,Unknown,Runaway (Free Larry Hoover Benefit Concert Version),0.229728427725151,0.7800731927172829,0.4862170939565041,0.6760055993444382,0.0,0.43960824241731744
Drake,Thank Me Later,Up All Night,0.24262975365084982,0.2645180000849335,0.6921024819383503,0.7176157335274169,0.721616957806208,0.5050416987294275
Kendrick Lamar,FUTURE,Mask Off (Remix),0.41157079271082275,0.5872121333353783,0.6402076731005404,0.6400612367648488,0.009880352895788964,0.4551439825900023
Dave,We’re All Alone In This Together,Clash,0.36412243418050855,0.8144218839018238,0.7884001703690297,0.665123447726652,0.6188687040961919,0.6576522498635998
Kendrick Lamar,Laila’s Wisdom,Power,0.3843690556934445,0.420253971482796,0.7932514797329786,0.6623752578706598,0.6733151592780514,0.5746069204921929
Kanye West,VULTURES 1,PAPERWORK,0.3678615445575791,0.8247709526795487,0.6134585876507428,0.6167362799453383,0.10856707283480674,0.5166806211703137
Drake,Comeback Season,Don’t You Have a Man,0.26718097340260444,0.32386789184652803,0.642528272834725,0.7019560534887818,0.49498870151897606,0.46719997053621043
Kanye West,Graduation,Barry Bonds,0.35605512409217704,0.25541968984823527,0.5402179080353622,0.6431574730403876,0.10985544058247546,0.3615542379601199
Kanye West,I’m Good...,Heavy Hitters,0.4178320850800614,0.15459318874115346,0.6501290347690308,0.5910926374918326,0.6316867044815706,0.4672417576751958
