artist,album,num_songs,lexical_complexity_mean,lexical_complexity_max,lexical_complexity_balanced,rhyme_complexity_mean,rhyme_complexity_max,rhyme_complexity_balanced,semantic_depth_mean,semantic_depth_max,semantic_depth_balanced,narrative_structure_mean,narrative_structure_max,narrative_structure_balanced,emotional_expressiveness_mean,emotional_expressiveness_max,emotional_expressiveness_balanced,composite_score_mean,composite_score_max,composite_score_balanced
Lil Wayne,Tha Carter,7,0.3078192797830485,0.4145844818885112,0.3505253606252336,0.4348347471547497,0.7164611879477504,0.54748532347195,0.6809076447311269,0.8050265401182134,0.7305552028859614,0.6663748466868492,0.7590706042236413,0.703453149701566,0.3822889761095943,0.6036083624493156,0.4708167306454828,0.4828680939164687,0.5731265897668019,0.518971492256602
Lil Wayne,FWA,16,0.3668410753253893,0.4657889929431553,0.4064202423724957,0.4365645304656504,0.7906434803759385,0.5781961104297657,0.6521658105964279,0.9262325929899268,0.7617925235538274,0.6677939143381758,0.6907872624134774,0.6769912535682965,0.4199656529407138,0.7168938064348035,0.5387369143383497,0.4971047275396451,0.6384883221786769,0.5536581653952578
Kanye West,KIDS SEE GHOSTS,7,0.4722266733292882,0.5919436417290959,0.5201134606892113,0.6331600791105435,0.8364015026503692,0.7144566485264738,0.57064987347625,0.6607890561752698,0.606705546555858,0.6584059242465068,0.722343475053115,0.68398094456915,0.6336780319389853,0.8840832028587668,0.733840100306898,0.5923618241635166,0.7210921358895,0.6438539488539099
Lil Wayne,Dedication 5,19,0.3692788253721939,0.4747436947988166,0.411464773142843,0.2095541137412182,0.4237647053834301,0.295238350398103,0.6784836157282447,0.8673909784602764,0.7540465608210574,0.6637340196150461,0.7209393452537594,0.6866161498705314,0.5154600951638797,0.7491064610844691,0.6089186415321155,0.464593138630425,0.592400951615859,0.5157162638245987
Kanye West,Donda (Deluxe),29,0.3452812436666731,0.5241622402549091,0.4168336423019675,0.4855056024316432,0.8159096867908492,0.6176672361753256,0.5807913810756656,0.8970707475480095,0.7073031276646031,0.6665610067850961,0.7638211837654578,0.7054650775772409,0.4771621538503544,0.8439180647625681,0.6238645182152399,0.5020075073442138,0.7094975528146031,0.5850035255323696
Kendrick Lamar,DAMN.,13,0.3820652848388038,0.5381827452762185,0.4445122690137697,0.4266919222444779,0.8580746257846024,0.5992450036605277,0.695838838729579,0.9491533378312124,0.7971646383702323,0.6631334704894363,0.7061694428149251,0.6803478594196317,0.4940376115723306,0.7761160054666287,0.60686896913005,0.5205313481626777,0.6562041482269128,0.5748004681883717
Kanye West,ye,7,0.3328332019967168,0.4125419455076417,0.3647166994010867,0.3215550619355072,0.5610946753748202,0.4173709073112324,0.6519524569912886,0.7167152893909109,0.6778575899511374,0.6648684573906968,0.6914252959307081,0.6754911928067013,0.5363905751725864,0.7661667743809615,0.6283010548559365,0.4843542809245997,0.5696820999991691,0.5184854085544275
Kanye West,808s & Heartbreak,12,0.2804582123851074,0.5647038477479087,0.3941564665302279,0.5972113402860478,0.8247003218092805,0.688206932895341,0.4851644084636544,0.6562739408264076,0.5536082214087557,0.6697393889671844,0.7137538627779384,0.687345178491486,0.4751902832705257,0.918440367153417,0.6524903168236822,0.4979263242404472,0.6916021956890666,0.5753966728198949
Lil Wayne,Dedication 6,15,0.3947303783331544,0.4781776387133706,0.4281092824852409,0.2919743796303279,0.6141476770051072,0.4208436985802396,0.6694141647717397,0.7789219505962327,0.7132172791015369,0.650601073157074,0.7304549488651837,0.6825426234403179,0.451500303361743,0.682174854074601,0.5437701236468863,0.4737127251744705,0.5666191442068308,0.5108752927874146
Kendrick Lamar,Black Panther: The Album,7,0.3901160818924136,0.6070079311090172,0.4768728215790551,0.541368365532435,0.8142148480685648,0.6505069585468869,0.6616572837540152,0.789030946119913,0.7126067487003743,0.6604513739930467,0.6978584104275313,0.6754141885668405,0.3670501215163906,0.7184354741573964,0.507604262572793,0.5181744949146296,0.6139633101480584,0.5564900210080012
Lil Wayne,No Ceilings,15,0.4095188823278869,0.5425793373649247,0.462743064342702,0.203010710811051,0.4758895034604802,0.3121622278708227,0.7122879459810142,0.8192092253873298,0.7550564577435404,0.6523369762657013,0.7006723017883967,0.6716711064747795,0.4558732535633353,0.859454895984756,0.6173059105319036,0.4641392405170653,0.5436297763029246,0.495935454831409
Kendrick Lamar,Kendrick Lamar,14,0.347496987053301,0.4308149881798213,0.3808241875039091,0.3023145407507451,0.6926163244328939,0.4584352542236046,0.7433618592117898,0.8698433735023517,0.7939544649280146,0.6593395463535519,0.702715644318691,0.6766899855396076,0.5543954205674565,0.8686687854527246,0.6801047665215638,0.5035304205072285,0.6259434498639325,0.5524956322499102
Lil Wayne,No Ceilings 2,16,0.3415120147292322,0.4271769504618107,0.3757779890222636,0.2928884585557641,0.7511635446378786,0.4761984929886099,0.6781534485069856,0.8249241661551172,0.7368617355662382,0.6700287373517335,0.7070599245176442,0.6848412122180978,0.4195500157073244,0.8549071389573286,0.5936928650073261,0.4615695210304095,0.5926388730607065,0.5139972618425284
Kendrick Lamar,C4,12,0.4021199416166923,0.4740276289529435,0.4308830165511928,0.1653266991696689,0.3116834878836005,0.2238694146552415,0.7474654096967526,0.8846881359805139,0.8023545002102571,0.6529386339531728,0.6775505128123184,0.662783385496831,0.5594449916032332,0.8156317776535013,0.6619197060233404,0.4810785384687288,0.5366185932798602,0.5032945603931813
Lil Wayne,Sorry 4 the Wait (Re-Release),10,0.4285650417189298,0.53311124551934,0.4703835232390939,0.1545306787715597,0.2347385022153935,0.1866138081490932,0.672253421518173,0.8425653398224906,0.7403781888399001,0.6370496972097492,0.6626852698415946,0.6473039262624873,0.3851034999480397,0.6931132372943646,0.5083073948865697,0.4313745169113808,0.5154890838712141,0.4650203436953141
Drake,Nothing Was the Same,16,0.3038559397365643,0.4481632081252305,0.3615788470920308,0.4426602505884068,0.8207325744597119,0.5938891801369288,0.6580699565310546,0.7886203296644304,0.7102901057844049,0.6781634366425027,0.7203534058090545,0.6950394243091234,0.4772985402844871,0.874453228728512,0.636160415662097,0.5002344654538983,0.6532104458527437,0.5614248576134364
Lil Wayne,I Am Not a Human Being,8,0.3513727175276293,0.4760019139476647,0.4012243960956435,0.3100660078290275,0.7802630642518172,0.4981448303981434,0.6533458709621314,0.737719758292758,0.687095425894382,0.6501261256960246,0.6860248056284461,0.6644855976689932,0.4940314908360022,0.785511604554364,0.610623536323347,0.4747854366768131,0.6299144809968633,0.5368370544048332
Kanye West,DONDA 2,10,0.4552631434576701,0.7849270439186047,0.587128703642044,0.3997011356432802,0.8159096867908492,0.5661845561023078,0.4715393554928546,0.8893333133205081,0.638656938623916,0.5999671182327206,0.7905771815996047,0.6762111435794742,0.3161829707637035,0.671923165847876,0.4584790487973725,0.4385174455885738,0.545827018312542,0.481441274678161
Drake,Her Loss,14,0.3707908259665667,0.5226913990356443,0.4315510551941978,0.3418422128173297,0.466873790294637,0.3918548438082526,0.6898676316354116,0.8046826862983883,0.7357936535006023,0.6497699681258229,0.7432138576897788,0.6871475239514053,0.500871780272097,0.6729108118085514,0.5696873928866788,0.4952320959980209,0.5406317678197521,0.5133919647267133
Kanye West,My Beautiful Dark Twisted Fantasy,11,0.3425403333114845,0.5224749633936006,0.4145141853443309,0.4494328238784801,0.8132810971330374,0.5949721331803031,0.6822654258927157,0.8527571604407091,0.750462119711913,0.6486440068305339,0.6840565369326701,0.6628090188713884,0.3739980335947511,0.7641052863011958,0.5300409346773289,0.4894155655539904,0.5540827238272161,0.5152824288632807
